ID;NAME;WHERE;ADDING1;ADDING2;ADDING3;ADDING4;ADDING5;ADDING6;ADDING7;ADDING8;ADDING9
408;beef;bread;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;;;;
409;beef;bread;cheese;garlic sauce;tomatoes;fried eggplant;hot sauce;;;;
410;beef;bread;cheese;garlic sauce;tomatoes;fried eggplant;chili powder;;;;
411;beef;bread;cheese;garlic sauce;tomatoes;fried eggplant;onions;;;;
412;beef;bread;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;;;;
413;beef;bread;cheese;garlic sauce;tomatoes;fried zuccihini;hot sauce;;;;
414;beef;bread;cheese;garlic sauce;tomatoes;fried zuccihini;chili powder;;;;
415;beef;bread;cheese;garlic sauce;tomatoes;fried zuccihini;onions;;;;
416;beef;bread;cheese;garlic sauce;tomatoes;fried potatoes;hot sauce;;;;
417;beef;bread;cheese;garlic sauce;tomatoes;fried potatoes;chili powder;;;;
418;beef;bread;cheese;garlic sauce;tomatoes;fried potatoes;onions;;;;
419;beef;bread;cheese;garlic sauce;tomatoes;hot sauce;chili powder;;;;
420;beef;bread;cheese;garlic sauce;tomatoes;hot sauce;onions;;;;
421;beef;bread;cheese;garlic sauce;tomatoes;chili powder;onions;;;;
422;beef;bread;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;;;;
423;beef;bread;cheese;garlic sauce;fried eggplant;fried zuccihini;hot sauce;;;;
424;beef;bread;cheese;garlic sauce;fried eggplant;fried zuccihini;chili powder;;;;
425;beef;bread;cheese;garlic sauce;fried eggplant;fried zuccihini;onions;;;;
426;beef;bread;cheese;garlic sauce;fried eggplant;fried potatoes;hot sauce;;;;
427;beef;bread;cheese;garlic sauce;fried eggplant;fried potatoes;chili powder;;;;
428;beef;bread;cheese;garlic sauce;fried eggplant;fried potatoes;onions;;;;
429;beef;bread;cheese;garlic sauce;fried eggplant;hot sauce;chili powder;;;;
430;beef;bread;cheese;garlic sauce;fried eggplant;hot sauce;onions;;;;
431;beef;bread;cheese;garlic sauce;fried eggplant;chili powder;onions;;;;
432;beef;bread;cheese;garlic sauce;fried zuccihini;fried potatoes;hot sauce;;;;
433;beef;bread;cheese;garlic sauce;fried zuccihini;fried potatoes;chili powder;;;;
434;beef;bread;cheese;garlic sauce;fried zuccihini;fried potatoes;onions;;;;
435;beef;bread;cheese;garlic sauce;fried zuccihini;hot sauce;chili powder;;;;
436;beef;bread;cheese;garlic sauce;fried zuccihini;hot sauce;onions;;;;
437;beef;bread;cheese;garlic sauce;fried zuccihini;chili powder;onions;;;;
438;beef;bread;cheese;garlic sauce;fried potatoes;hot sauce;chili powder;;;;
439;beef;bread;cheese;garlic sauce;fried potatoes;hot sauce;onions;;;;
440;beef;bread;cheese;garlic sauce;fried potatoes;chili powder;onions;;;;
441;beef;bread;cheese;garlic sauce;hot sauce;chili powder;onions;;;;
442;beef;bread;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;;;;
443;beef;bread;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;;;;
444;beef;bread;cheese;herb sauce;tomatoes;fried eggplant;hot sauce;;;;
445;beef;bread;cheese;herb sauce;tomatoes;fried eggplant;chili powder;;;;
446;beef;bread;cheese;herb sauce;tomatoes;fried eggplant;onions;;;;
447;beef;bread;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;;;;
448;beef;bread;cheese;herb sauce;tomatoes;fried zuccihini;hot sauce;;;;
449;beef;bread;cheese;herb sauce;tomatoes;fried zuccihini;chili powder;;;;
450;beef;bread;cheese;herb sauce;tomatoes;fried zuccihini;onions;;;;
451;beef;bread;cheese;herb sauce;tomatoes;fried potatoes;hot sauce;;;;
452;beef;bread;cheese;herb sauce;tomatoes;fried potatoes;chili powder;;;;
453;beef;bread;cheese;herb sauce;tomatoes;fried potatoes;onions;;;;
454;beef;bread;cheese;herb sauce;tomatoes;hot sauce;chili powder;;;;
455;beef;bread;cheese;herb sauce;tomatoes;hot sauce;onions;;;;
456;beef;bread;cheese;herb sauce;tomatoes;chili powder;onions;;;;
457;beef;bread;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;;;;
458;beef;bread;cheese;herb sauce;fried eggplant;fried zuccihini;hot sauce;;;;
459;beef;bread;cheese;herb sauce;fried eggplant;fried zuccihini;chili powder;;;;
460;beef;bread;cheese;herb sauce;fried eggplant;fried zuccihini;onions;;;;
461;beef;bread;cheese;herb sauce;fried eggplant;fried potatoes;hot sauce;;;;
462;beef;bread;cheese;herb sauce;fried eggplant;fried potatoes;chili powder;;;;
463;beef;bread;cheese;herb sauce;fried eggplant;fried potatoes;onions;;;;
464;beef;bread;cheese;herb sauce;fried eggplant;hot sauce;chili powder;;;;
465;beef;bread;cheese;herb sauce;fried eggplant;hot sauce;onions;;;;
466;beef;bread;cheese;herb sauce;fried eggplant;chili powder;onions;;;;
467;beef;bread;cheese;herb sauce;fried zuccihini;fried potatoes;hot sauce;;;;
468;beef;bread;cheese;herb sauce;fried zuccihini;fried potatoes;chili powder;;;;
469;beef;bread;cheese;herb sauce;fried zuccihini;fried potatoes;onions;;;;
470;beef;bread;cheese;herb sauce;fried zuccihini;hot sauce;chili powder;;;;
471;beef;bread;cheese;herb sauce;fried zuccihini;hot sauce;onions;;;;
472;beef;bread;cheese;herb sauce;fried zuccihini;chili powder;onions;;;;
473;beef;bread;cheese;herb sauce;fried potatoes;hot sauce;chili powder;;;;
474;beef;bread;cheese;herb sauce;fried potatoes;hot sauce;onions;;;;
475;beef;bread;cheese;herb sauce;fried potatoes;chili powder;onions;;;;
476;beef;bread;cheese;herb sauce;hot sauce;chili powder;onions;;;;
477;beef;bread;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;;
478;beef;bread;cheese;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;;
479;beef;bread;cheese;tomatoes;fried eggplant;fried zuccihini;chili powder;;;;
480;beef;bread;cheese;tomatoes;fried eggplant;fried zuccihini;onions;;;;
481;beef;bread;cheese;tomatoes;fried eggplant;fried potatoes;hot sauce;;;;
482;beef;bread;cheese;tomatoes;fried eggplant;fried potatoes;chili powder;;;;
483;beef;bread;cheese;tomatoes;fried eggplant;fried potatoes;onions;;;;
484;beef;bread;cheese;tomatoes;fried eggplant;hot sauce;chili powder;;;;
485;beef;bread;cheese;tomatoes;fried eggplant;hot sauce;onions;;;;
486;beef;bread;cheese;tomatoes;fried eggplant;chili powder;onions;;;;
487;beef;bread;cheese;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;;
488;beef;bread;cheese;tomatoes;fried zuccihini;fried potatoes;chili powder;;;;
489;beef;bread;cheese;tomatoes;fried zuccihini;fried potatoes;onions;;;;
490;beef;bread;cheese;tomatoes;fried zuccihini;hot sauce;chili powder;;;;
491;beef;bread;cheese;tomatoes;fried zuccihini;hot sauce;onions;;;;
492;beef;bread;cheese;tomatoes;fried zuccihini;chili powder;onions;;;;
493;beef;bread;cheese;tomatoes;fried potatoes;hot sauce;chili powder;;;;
494;beef;bread;cheese;tomatoes;fried potatoes;hot sauce;onions;;;;
495;beef;bread;cheese;tomatoes;fried potatoes;chili powder;onions;;;;
496;beef;bread;cheese;tomatoes;hot sauce;chili powder;onions;;;;
497;beef;bread;cheese;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;;
498;beef;bread;cheese;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;;
499;beef;bread;cheese;fried eggplant;fried zuccihini;fried potatoes;onions;;;;
500;beef;bread;cheese;fried eggplant;fried zuccihini;hot sauce;chili powder;;;;
501;beef;bread;cheese;fried eggplant;fried zuccihini;hot sauce;onions;;;;
502;beef;bread;cheese;fried eggplant;fried zuccihini;chili powder;onions;;;;
503;beef;bread;cheese;fried eggplant;fried potatoes;hot sauce;chili powder;;;;
504;beef;bread;cheese;fried eggplant;fried potatoes;hot sauce;onions;;;;
505;beef;bread;cheese;fried eggplant;fried potatoes;chili powder;onions;;;;
506;beef;bread;cheese;fried eggplant;hot sauce;chili powder;onions;;;;
507;beef;bread;cheese;fried zuccihini;fried potatoes;hot sauce;chili powder;;;;
508;beef;bread;cheese;fried zuccihini;fried potatoes;hot sauce;onions;;;;
509;beef;bread;cheese;fried zuccihini;fried potatoes;chili powder;onions;;;;
510;beef;bread;cheese;fried zuccihini;hot sauce;chili powder;onions;;;;
511;beef;bread;cheese;fried potatoes;hot sauce;chili powder;onions;;;;
512;beef;bread;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;;;;
513;beef;bread;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;;;;
514;beef;bread;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;;;;
515;beef;bread;garlic sauce;herb sauce;tomatoes;fried eggplant;chili powder;;;;
516;beef;bread;garlic sauce;herb sauce;tomatoes;fried eggplant;onions;;;;
517;beef;bread;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;;;;
518;beef;bread;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;;;;
519;beef;bread;garlic sauce;herb sauce;tomatoes;fried zuccihini;chili powder;;;;
520;beef;bread;garlic sauce;herb sauce;tomatoes;fried zuccihini;onions;;;;
521;beef;bread;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;;;;
522;beef;bread;garlic sauce;herb sauce;tomatoes;fried potatoes;chili powder;;;;
523;beef;bread;garlic sauce;herb sauce;tomatoes;fried potatoes;onions;;;;
524;beef;bread;garlic sauce;herb sauce;tomatoes;hot sauce;chili powder;;;;
525;beef;bread;garlic sauce;herb sauce;tomatoes;hot sauce;onions;;;;
526;beef;bread;garlic sauce;herb sauce;tomatoes;chili powder;onions;;;;
527;beef;bread;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;;;;
528;beef;bread;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;;;;
529;beef;bread;garlic sauce;herb sauce;fried eggplant;fried zuccihini;chili powder;;;;
530;beef;bread;garlic sauce;herb sauce;fried eggplant;fried zuccihini;onions;;;;
531;beef;bread;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;;;;
532;beef;bread;garlic sauce;herb sauce;fried eggplant;fried potatoes;chili powder;;;;
533;beef;bread;garlic sauce;herb sauce;fried eggplant;fried potatoes;onions;;;;
534;beef;bread;garlic sauce;herb sauce;fried eggplant;hot sauce;chili powder;;;;
535;beef;bread;garlic sauce;herb sauce;fried eggplant;hot sauce;onions;;;;
536;beef;bread;garlic sauce;herb sauce;fried eggplant;chili powder;onions;;;;
537;beef;bread;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;;;;
538;beef;bread;garlic sauce;herb sauce;fried zuccihini;fried potatoes;chili powder;;;;
539;beef;bread;garlic sauce;herb sauce;fried zuccihini;fried potatoes;onions;;;;
540;beef;bread;garlic sauce;herb sauce;fried zuccihini;hot sauce;chili powder;;;;
541;beef;bread;garlic sauce;herb sauce;fried zuccihini;hot sauce;onions;;;;
542;beef;bread;garlic sauce;herb sauce;fried zuccihini;chili powder;onions;;;;
543;beef;bread;garlic sauce;herb sauce;fried potatoes;hot sauce;chili powder;;;;
544;beef;bread;garlic sauce;herb sauce;fried potatoes;hot sauce;onions;;;;
545;beef;bread;garlic sauce;herb sauce;fried potatoes;chili powder;onions;;;;
546;beef;bread;garlic sauce;herb sauce;hot sauce;chili powder;onions;;;;
547;beef;bread;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;;
548;beef;bread;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;;
549;beef;bread;garlic sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;;;
550;beef;bread;garlic sauce;tomatoes;fried eggplant;fried zuccihini;onions;;;;
551;beef;bread;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;;;
552;beef;bread;garlic sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;;;
553;beef;bread;garlic sauce;tomatoes;fried eggplant;fried potatoes;onions;;;;
554;beef;bread;garlic sauce;tomatoes;fried eggplant;hot sauce;chili powder;;;;
555;beef;bread;garlic sauce;tomatoes;fried eggplant;hot sauce;onions;;;;
556;beef;bread;garlic sauce;tomatoes;fried eggplant;chili powder;onions;;;;
557;beef;bread;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;;
558;beef;bread;garlic sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;;;
559;beef;bread;garlic sauce;tomatoes;fried zuccihini;fried potatoes;onions;;;;
560;beef;bread;garlic sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;;;
561;beef;bread;garlic sauce;tomatoes;fried zuccihini;hot sauce;onions;;;;
562;beef;bread;garlic sauce;tomatoes;fried zuccihini;chili powder;onions;;;;
563;beef;bread;garlic sauce;tomatoes;fried potatoes;hot sauce;chili powder;;;;
564;beef;bread;garlic sauce;tomatoes;fried potatoes;hot sauce;onions;;;;
565;beef;bread;garlic sauce;tomatoes;fried potatoes;chili powder;onions;;;;
566;beef;bread;garlic sauce;tomatoes;hot sauce;chili powder;onions;;;;
567;beef;bread;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;;
568;beef;bread;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;;
569;beef;bread;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;;;
570;beef;bread;garlic sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;;;
571;beef;bread;garlic sauce;fried eggplant;fried zuccihini;hot sauce;onions;;;;
572;beef;bread;garlic sauce;fried eggplant;fried zuccihini;chili powder;onions;;;;
573;beef;bread;garlic sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;;;
574;beef;bread;garlic sauce;fried eggplant;fried potatoes;hot sauce;onions;;;;
575;beef;bread;garlic sauce;fried eggplant;fried potatoes;chili powder;onions;;;;
576;beef;bread;garlic sauce;fried eggplant;hot sauce;chili powder;onions;;;;
577;beef;bread;garlic sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;;;
578;beef;bread;garlic sauce;fried zuccihini;fried potatoes;hot sauce;onions;;;;
579;beef;bread;garlic sauce;fried zuccihini;fried potatoes;chili powder;onions;;;;
580;beef;bread;garlic sauce;fried zuccihini;hot sauce;chili powder;onions;;;;
581;beef;bread;garlic sauce;fried potatoes;hot sauce;chili powder;onions;;;;
582;beef;bread;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;;
583;beef;bread;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;;
584;beef;bread;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;;;
585;beef;bread;herb sauce;tomatoes;fried eggplant;fried zuccihini;onions;;;;
586;beef;bread;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;;;
587;beef;bread;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;;;
588;beef;bread;herb sauce;tomatoes;fried eggplant;fried potatoes;onions;;;;
589;beef;bread;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;;;;
590;beef;bread;herb sauce;tomatoes;fried eggplant;hot sauce;onions;;;;
591;beef;bread;herb sauce;tomatoes;fried eggplant;chili powder;onions;;;;
592;beef;bread;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;;
593;beef;bread;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;;;
594;beef;bread;herb sauce;tomatoes;fried zuccihini;fried potatoes;onions;;;;
595;beef;bread;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;;;
596;beef;bread;herb sauce;tomatoes;fried zuccihini;hot sauce;onions;;;;
597;beef;bread;herb sauce;tomatoes;fried zuccihini;chili powder;onions;;;;
598;beef;bread;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;;;;
599;beef;bread;herb sauce;tomatoes;fried potatoes;hot sauce;onions;;;;
600;beef;bread;herb sauce;tomatoes;fried potatoes;chili powder;onions;;;;
601;beef;bread;herb sauce;tomatoes;hot sauce;chili powder;onions;;;;
602;beef;bread;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;;
603;beef;bread;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;;
604;beef;bread;herb sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;;;
605;beef;bread;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;;;
606;beef;bread;herb sauce;fried eggplant;fried zuccihini;hot sauce;onions;;;;
607;beef;bread;herb sauce;fried eggplant;fried zuccihini;chili powder;onions;;;;
608;beef;bread;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;;;
609;beef;bread;herb sauce;fried eggplant;fried potatoes;hot sauce;onions;;;;
610;beef;bread;herb sauce;fried eggplant;fried potatoes;chili powder;onions;;;;
611;beef;bread;herb sauce;fried eggplant;hot sauce;chili powder;onions;;;;
612;beef;bread;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;;;
613;beef;bread;herb sauce;fried zuccihini;fried potatoes;hot sauce;onions;;;;
614;beef;bread;herb sauce;fried zuccihini;fried potatoes;chili powder;onions;;;;
615;beef;bread;herb sauce;fried zuccihini;hot sauce;chili powder;onions;;;;
616;beef;bread;herb sauce;fried potatoes;hot sauce;chili powder;onions;;;;
617;beef;bread;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;;
618;beef;bread;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;;
619;beef;bread;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;;;
620;beef;bread;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;;;
621;beef;bread;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;;;
622;beef;bread;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;;;
623;beef;bread;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;;;
624;beef;bread;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;;;
625;beef;bread;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;;;
626;beef;bread;tomatoes;fried eggplant;hot sauce;chili powder;onions;;;;
627;beef;bread;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;;;
628;beef;bread;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;;;
629;beef;bread;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;;;
630;beef;bread;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;;;
631;beef;bread;tomatoes;fried potatoes;hot sauce;chili powder;onions;;;;
632;beef;bread;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;;
633;beef;bread;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;;
634;beef;bread;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;;
635;beef;bread;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;;
636;beef;bread;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;;
637;beef;bread;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;;
638;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;;;
639;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;;;
640;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;;;
641;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;chili powder;;;
642;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;onions;;;
643;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;;;
644;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;;;
645;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;chili powder;;;
646;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;onions;;;
647;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;;;
648;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;chili powder;;;
649;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;onions;;;
650;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;hot sauce;chili powder;;;
651;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;hot sauce;onions;;;
652;beef;bread;cheese;garlic sauce;herb sauce;tomatoes;chili powder;onions;;;
653;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;;;
654;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;;;
655;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;chili powder;;;
656;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;onions;;;
657;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;;;
658;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;chili powder;;;
659;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;onions;;;
660;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;hot sauce;chili powder;;;
661;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;hot sauce;onions;;;
662;beef;bread;cheese;garlic sauce;herb sauce;fried eggplant;chili powder;onions;;;
663;beef;bread;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;;;
664;beef;bread;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;chili powder;;;
665;beef;bread;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;onions;;;
666;beef;bread;cheese;garlic sauce;herb sauce;fried zuccihini;hot sauce;chili powder;;;
667;beef;bread;cheese;garlic sauce;herb sauce;fried zuccihini;hot sauce;onions;;;
668;beef;bread;cheese;garlic sauce;herb sauce;fried zuccihini;chili powder;onions;;;
